scode	sname	amccode_amccode
107410	JM Core 11 Fund - Growth option	16
147473	Kotak Focused equity Fund- Direct Plan- Growth option	17
147477	Kotak Focused Equity Fund- Regular plan _ Growth Option	17
147472	Kotak Focused Equity Fund- Regular Plan- Dividend reinvestment option	17
147475	Kotak Focused Equity Fund-Direct Plan- Dividend Reinvestment	17
145375	L&T Focused Equity Fund - Direct Plan - Dividend Option	56
145376	L&T Focused Equity Fund - Direct Plan - Growth Option	56
145377	L&T Focused Equity Fund - Regular Plan - Dividend Option	56
145378	L&T Focused Equity Fund - Regular Plan - Growth Option	56
122390	Motilal Oswal Focused 25 Fund (MOF25) - Direct Plan Dividend Option	55
122388	Motilal Oswal Focused 25 Fund (MOF25) - Regular Plan Dividend Option	55
122389	Motilal Oswal Focused 25 Fund (MOF25)- Direct Plan Growth Option	55
122387	Motilal Oswal Focused 25 Fund (MOF25)- Regular Plan Growth Option	55
118693	Nippon India Focused Equity Fund - Direct Plan Dividend Plan	21
118692	Nippon India Focused Equity Fund - Direct Plan Growth Plan - Growth Option	21
104638	Nippon India Focused Equity Fund -Dividend Plan	21
104637	Nippon India Focused Equity Fund -Growth Plan -Growth Option	21
119464	Principal Focused Multicap Fund- Direct Plan - Growth Option	10
119465	Principal Focused Multicap Fund- Direct Plan - Half Yearly Dividend Option	10
103335	Principal Focused Multicap Fund-Growth Option	10
103334	Principal Focused Multicap Fund-Half Yearly Dividend Option	10
109274	Quant Focused Fund - Dividend Option	13
120835	Quant Focused Fund - Dividend Option-Direct Plan	13
109275	Quant Focused Fund - Growth Option	13
120834	Quant Focused Fund - Growth Option-Direct Plan	13
119834	SBI FOCUSED EQUITY FUND - DIRECT PLAN - DIVIDEND	22
119727	SBI FOCUSED EQUITY FUND - DIRECT PLAN -GROWTH	22
102765	SBI FOCUSED EQUITY FUND - REGULAR  PLAN - DIVIDEND	22
102756	SBI FOCUSED EQUITY FUND - REGULAR PLAN -GROWTH	22
119577	Sundaram Select Focus - Direct Plan - Dividend Option	33
119578	Sundaram Select Focus - Direct Plan - Growth Option	33
101536	Sundaram Select Focus-Dividend	33
101537	Sundaram Select Focus-Growth	33
103953	Sundaram Select Focus-Inst Dividend	33
108305	Sundaram Select Focus-Inst Growth	33
147491	Union Focused Fund - Direct Plan - Dividend Option	61
147492	Union Focused Fund - Direct Plan - Growth Option	61
147493	Union Focused Fund - Regular Plan - Dividend Option	61
147490	Union Focused Fund - Regular Plan - Growth Option	61
119433	Aditya Birla Sun Life Equity Advantage Fund - Dividend - Direct Plan	3
119436	Aditya Birla Sun Life Equity Advantage Fund - Growth - Direct Plan	3
100033	Aditya Birla Sun Life Equity Advantage Fund - Regular Growth	3
100034	Aditya Birla Sun Life Equity Advantage Fund -Regular Dividend	3
145109	Axis Growth Opportunities Fund - Direct Plan - Dividend	53
145110	Axis Growth Opportunities Fund - Direct Plan - Growth	53
145111	Axis Growth Opportunities Fund - Regular Plan - Dividend	53
145112	Axis Growth Opportunities Fund - Regular Plan - Growth	53
110598	BOI AXA Large & Mid Cap  Equity Fund Regular Plan- Quarterly Dividend	46
119349	BOI AXA Large & Mid Cap Equity Fund Direct  Plan- Quarterly Dividend	46
119300	BOI AXA Large & Mid Cap Equity Fund Direct Plan- Bonus	46
119350	BOI AXA Large & Mid Cap Equity Fund Direct Plan-Growth	46
119346	BOI AXA Large & Mid Cap Equity Fund Direct Plan-Regular Dividend	46
110599	BOI AXA Large & Mid Cap Equity Fund Eco Plan- Growth	46
110601	BOI AXA Large & Mid Cap Equity Fund Eco Plan-Bonus	46
110604	BOI AXA Large & Mid Cap Equity Fund Eco Plan-Quarterly Dividend	46
110608	BOI AXA Large & Mid Cap Equity Fund Eco Plan-Regular Dividend	46
110603	BOI AXA Large & Mid Cap Equity Fund Regular Plan- Growth	46
110607	BOI AXA Large & Mid Cap Equity Fund Regular Plan- Regular Dividend	46
110606	BOI AXA Large & Mid Cap Equity Fund Regular Plan-Bonus	46
102920	Canara Robeco Emerging Equities - Regular Plan - GROWTH	32
118277	Canara Robeco Emerging Equities-Direct Plan-Dividend Option	32
118278	Canara Robeco Emerging Equities-Direct Plan-Growth Option	32
102921	Canara Robeco Emerging Equities-Regular Plan - DIVIDEND	32
119219	DSP Equity Opportunities Fund - Direct Plan - Dividend	6
119218	DSP Equity Opportunities Fund - Direct Plan - Growth	6
103820	DSP Equity Opportunities Fund-Regular Plan - Dividend	6
103819	DSP Equity Opportunities Fund-Regular Plan - Growth	6
140174	Edelweiss Large & Mid Cap Fund - Direct Plan - Dividend Option	47
140175	Edelweiss Large & Mid Cap Fund - Direct Plan - Growth Option	47
140173	Edelweiss Large & Mid Cap Fund - Regular Plan - Dividend Option	47
140172	Edelweiss Large & Mid Cap Fund - Regular Plan - Growth Option	47
135677	Essel Large & Midcap Fund- Direct Plan- Growth Option	54
135679	Essel Large & Midcap Fund- Direct Plan- Normal Dividend Option	54
135678	Essel Large & Midcap Fund- Regular Plan- Growth Option	54
135680	Essel Large & Midcap Fund- Regular Plan- Normal Dividend Option	54
141414	Essel Large & Midcap Fund-Direct Plan-Annual Dividend	54
141415	Essel Large & Midcap Fund-Direct Plan-Half Yearly Dividend	54
141411	Essel Large & Midcap Fund-Regular Plan-Annual Dividend	54
118509	Franklin India Equity Advantage Fund - Direct - Dividend	27
118510	Franklin India Equity Advantage Fund - Direct - Growth	27
102883	Franklin India Equity Advantage Fund - Growth Plan	27
102884	Franklin India Equity Advantage Fund-Dividend Plan	27
130499	HDFC Growth Opportunities Fund - Direct Dividend Plan	9
130498	HDFC Growth Opportunities Fund - Direct Growth Plan	9
130497	HDFC Growth Opportunities Fund - Regular Dividend Plan	9
130496	HDFC Growth Opportunities Fund - Regular Growth Plan	9
146769	HSBC Large and Mid Cap Equity Fund - Dividend	37
146770	HSBC Large and Mid Cap Equity Fund - Dividend Direct	37
146771	HSBC Large and Mid Cap Equity Fund - Growth	37
146772	HSBC Large and Mid Cap Equity Fund - Growth Direct	37
120597	ICICI Prudential Large & Mid Cap Fund - Direct Plan - Dividend	20
120596	ICICI Prudential Large & Mid Cap Fund - Direct Plan - Growth	20
100348	ICICI Prudential Large & Mid Cap Fund - Dividend	20
100349	ICICI Prudential Large & Mid Cap Fund - Growth	20
118420	IDFC Core Equity Fund-Direct Plan-Dividend	48
118419	IDFC Core Equity Fund-Direct Plan-Growth	48
108597	IDFC Core Equity Fund-Regular Plan-Dividend	48
108596	IDFC Core Equity Fund-Regular Plan-Growth	48
120356	Invesco India Growth Opportunities Fund - Direct Plan - Dividend	42
120357	Invesco India Growth Opportunities Fund - Direct Plan - Growth	42
106143	Invesco India Growth Opportunities Fund - Dividend	42
106144	Invesco India Growth Opportunities Fund - Growth	42
103233	Kotak Equity Opportunities Fund - Dividend	17
120157	Kotak Equity Opportunities Fund - Dividend - Direct	17
103234	Kotak Equity Opportunities Fund - Growth	17
120158	Kotak Equity Opportunities Fund - Growth - Direct	17
119398	L&T Large and Midcap Fund- Direct Plan -Dividend	56
119397	L&T Large and Midcap Fund-Direct Plan-Growth	56
118050	L&T Large and Midcap Fund-Regular Plan-Dividend	56
118049	L&T Large and Midcap Fund-Regular Plan-Growth	56
133709	LIC MF Large & Mid Cap Fund-Direct Plan-Dividend	18
133710	LIC MF Large & Mid Cap Fund-Direct Plan-Growth	18
133712	LIC MF Large & Mid Cap Fund-Regular Plan-Dividend	18
133711	LIC MF Large & Mid Cap Fund-Regular Plan-Growth	18
118835	Mirae Asset Emerging Bluechip Fund - Direct Plan - Dividend	45
118834	Mirae Asset Emerging Bluechip Fund - Direct Plan - Growth	45
112931	Mirae Asset Emerging Bluechip Fund - Regular Plan - Dividend	45
112932	Mirae Asset Emerging Bluechip Fund - Regular Plan - Growth Option	45
118676	Nippon India Vision Fund - Direct Plan Dividend Plan	21
118675	Nippon India Vision Fund - Direct Plan Growth Plan - Bonus Option	21
118678	Nippon India Vision Fund - Direct Plan Growth Plan - Growth Option	21
106255	Nippon India Vision Fund Institutional Dividend Plan	21
100378	Nippon India Vision Fund-DIVIDEND PLAN-D	21
100379	Nippon India Vision Fund-GROWTH PLAN-Bonus Option	21
100380	Nippon India Vision Fund-GROWTH PLAN-Growth Option	21
119441	Principal Emerging Bluechip Fund - Direct Plan - Growth Option	10
119440	Principal Emerging Bluechip Fund - Direct Plan - Half Yearly Dividend Option	10
111381	Principal Emerging Bluechip Fund - Growth Option	10
111382	Principal Emerging Bluechip Fund - Half Yearly Dividend Option	10
104515	Quant Large & Mid Cap Fund - Bonus Option	13
120824	Quant Large & Mid Cap Fund - Bonus Option-Direct Plan	13
104514	Quant Large & Mid Cap Fund - Dividend Option	13
120825	Quant Large & Mid Cap Fund - Dividend Option-Direct Plan	13
104513	Quant Large & Mid Cap Fund - Growth Option	13
120826	Quant Large & Mid Cap Fund - Growth Option-Direct Plan	13
119720	SBI LARGE & MIDCAP FUND - DIRECT PLAN -Dividend	22
101530	SBI LARGE & MIDCAP FUND - REGULAR PLAN -Dividend	22
119721	SBI LARGE & MIDCAP FUND -DIRECT PLAN -Growth	22
103024	SBI LARGE & MIDCAP FUND- REGULAR PLAN -Growth	22
105000	Sundaram Large and Midcap Dividend	33
119565	Sundaram Large and Midcap Fund  - Direct Plan - Dividend Option	33
119566	Sundaram Large and Midcap Fund- Direct Plan - Growth Option	33
105001	Sundaram Large and Midcap Growth	33
119201	Tata Large & Mid Cap Fund -Direct Plan Dividend	25
119202	Tata Large & MId Cap Fund -Direct Plan Growth	25
101823	Tata Large & Mid Cap Fund Regular Plan - Dividend	25
101824	Tata Large & Mid Cap Fund- Regular Plan - Growth	25
120665	UTI - Core Equity Fund - Direct Plan - Growth Option	28
120664	UTI - Core Equity Fund - Direct Plan - Income Option	28
100664	UTI - Core Equity Fund - Regular Plan - Growth Option	28
100663	UTI - Core Equity Fund - Regular Plan - Income Option	28
119527	Aditya Birla Sun Life Frontline Equity Fund - Dividend - Direct Plan	3
119528	Aditya Birla Sun Life Frontline Equity Fund - Growth - Direct Plan	3
103173	Aditya Birla Sun Life Frontline Equity Fund-Dividend	3
103174	Aditya Birla Sun Life Frontline Equity Fund-Growth	3
120466	Axis Bluechip Fund - Direct Plan - Dividend	53
120465	Axis Bluechip Fund - Direct Plan - Growth	53
112278	Axis Bluechip Fund - Dividend	53
112277	Axis Bluechip Fund - Growth	53
112944	Baroda Large cap Fund - Plan A - Dividend Option	4
112943	Baroda Large cap Fund - Plan A - Growth Option	4
119366	Baroda Large cap Fund - Plan B (Direct) - Dividend Option	4
119367	Baroda Large cap Fund - Plan B (Direct) - Growth Option	4
113545	BNP PARIBAS  LARGE CAP Fund-Dividend Option	59
113544	BNP PARIBAS  LARGE CAP Fund-Growth Option	59
119894	BNP Paribas LARGE CAP Fund - Direct Plan - Dividend Option	59
119893	BNP Paribas LARGE CAP Fund - Direct Plan - Growth Option	59
118270	Canara Robeco Bluechip Equity Fund - Direct Plan - Dividend	32
118269	Canara Robeco Bluechip Equity Fund - Direct Plan - Growth	32
113222	Canara Robeco Bluechip Equity Fund - Regular Plan - Dividend	32
113221	Canara Robeco Bluechip Equity Fund - Regular Plan - Growth	32
119249	DSP Top 100 Equity Fund - Direct Plan - Dividend	6
119250	DSP Top 100 Equity Fund - Direct Plan - Growth	6
101636	DSP Top 100 Equity Fund - Regular Plan - Dividend	6
101635	DSP Top 100 Equity Fund - Regular Plan - Growth	6
118616	Edelweiss Large Cap Fund - Direct Plan-Dividend Option	47
118617	Edelweiss Large Cap Fund - Direct Plan-Growth option	47
111940	Edelweiss Large Cap Fund - Regular Plan - Growth option	47
111936	Edelweiss Large Cap Fund - Regular Plan -Dividend option	47
111938	Edelweiss Large Cap Fund -Plan B - Dividend option	47
111935	Edelweiss Large Cap Fund -Plan B - Growth option	47
111939	Edelweiss Large Cap Fund -Plan C - Dividend option	47
111937	Edelweiss Large Cap Fund -Plan C - Growth option	47
115790	Essel Large Cap Equity Fund - Growth Option	54
115788	Essel Large Cap Equity Fund - Regular Plan- Normal Dividend Option	54
135658	Essel Large Cap Equity Fund- Direct Plan- Half Yearly Dividend Option	54
135656	Essel Large Cap Equity Fund- Direct Plan- Quarterly Dividend Option	54
135659	Essel Large Cap Equity Fund- Direct Plan- Yearly Dividend Option	54
135657	Essel Large Cap Equity Fund- Regular Plan- Half Yearly Dividend Option	54
135661	Essel Large Cap Equity Fund- Regular Plan- Quarterly Dividend Option	54
135660	Essel Large Cap Equity Fund- Regular Plan- Yearly Dividend Option	54
119149	Essel Large Cap Equity Fund-Direct Plan- Normal Dividend Option	54
119148	Essel Large Cap Equity Fund-Direct Plan-Growth Option	54
118531	Franklin India Bluechip Fund- Direct - Growth	27
118462	Franklin India Bluechip Fund- Direct -Dividend	27
100470	Franklin India Bluechip Fund-Dividend	27
100471	Franklin India Bluechip Fund-Growth	27
102001	HDFC Top 100 Fund - Dividend Option	9
102000	HDFC Top 100 Fund - Growth Option	9
119017	HDFC Top 100 Fund -Direct Plan - Dividend Option	9
119018	HDFC Top 100 Fund -Direct Plan - Growth Option	9
101593	HSBC Large Cap Equity Fund - Dividend	37
120029	HSBC Large Cap Equity Fund - Dividend Direct	37
101594	HSBC Large Cap Equity Fund - Growth	37
120030	HSBC Large Cap Equity Fund - Growth Direct	37
120585	ICICI Prudential Bluechip Fund - Direct Plan - Dividend	20
120586	ICICI Prudential Bluechip Fund - Direct Plan - Growth	20
108465	ICICI Prudential Bluechip Fund - Dividend	20
108466	ICICI Prudential Bluechip Fund - Growth	20
108467	ICICI Prudential Bluechip Fund - Institutional Option - I - Growth	20
117310	IDBI India Top 100 Equity Fund Dividend	57
118448	IDBI India Top 100 Equity Fund Dividend Direct	57
117311	IDBI India Top 100 Equity Fund Growth	57
118344	IDBI India Top 100 Equity Fund Growth Direct	57
118478	IDFC Large Cap Fund-Direct Plan-Dividend	48
118479	IDFC Large Cap Fund-Direct Plan-Growth	48
108800	IDFC Large Cap Fund-Regular Plan-Dividend	48
108799	IDFC Large Cap Fund-Regular Plan-Growth	48
119134	Indiabulls Blue Chip Fund - Direct Plan - Dividend Option	63
119133	Indiabulls Blue Chip Fund - Direct Plan - Growth Option	63
140814	Indiabulls Blue Chip Fund - Direct Plan - Half Yearly Dividend Option	63
140809	Indiabulls Blue Chip Fund - Direct Plan - Monthly Dividend Option	63
140811	Indiabulls Blue Chip Fund - Direct Plan - Quarterly Dividend Option	63
116548	Indiabulls Blue Chip Fund - Dividend Option	63
116547	Indiabulls Blue Chip Fund - Growth Option	63
140813	Indiabulls Blue Chip Fund - Regular Plan - Half Yearly Dividend Option	63
140810	Indiabulls Blue Chip Fund - Regular Plan - Monthly Dividend option	63
140812	Indiabulls Blue Chip Fund - Regular Plan - Quarterly Dividend Option	63
120393	Invesco India Largecap Fund - Direct Plan - Dividend	42
120392	Invesco India Largecap Fund - Direct Plan - Growth	42
112099	Invesco India Largecap Fund - Dividend	42
112098	Invesco India Largecap Fund - Growth	42
134958	JM Large Cap Fund (Direct) - Annual Dividend Option	16
120489	JM Large Cap Fund (Direct) - Dividend Option	16
120490	JM Large Cap Fund (Direct) - Growth Option	16
134957	JM Large Cap Fund (Direct) - Half Yearly Dividend Option	16
134956	JM Large Cap Fund (Direct) - Monthly Dividend Option	16
134960	JM Large Cap Fund (Direct) - Quarterly Dividend Option	16
134961	JM Large Cap Fund - Annual Dividend Option	16
134955	JM Large Cap Fund - Half Yearly Dividend Option	16
134959	JM Large Cap Fund - Monthly Dividend Option	16
134954	JM Large Cap Fund - Quarterly Dividend Option	16
100218	JM Large Cap Fund-Dividend	16
100219	JM Large Cap Fund-Growth	16
114457	Kotak Bluechip Fund - Dividend	17
120153	Kotak Bluechip Fund - Dividend - Direct	17
114458	Kotak Bluechip Fund - Growth	17
120152	Kotak Bluechip Fund - Growth - Direct	17
119308	L&T India Large Cap Fund - Direct Plan - Growth	56
119314	L&T India Large Cap Fund - Direct Plan- Dividend	56
118070	L&T India Large Cap Fund - Regular Plan - Dividend	56
118069	L&T India Large Cap Fund - Regular Plan - Growth	56
120268	LIC MF Large Cap Fund-Direct Plan-Dividend	18
120267	LIC MF Large Cap Fund-Direct Plan-Growth	18
100332	LIC MF Large Cap Fund-Regular Plan-Dividend	18
106871	LIC MF Large Cap Fund-Regular Plan-Growth	18
146550	Mahindra Pragati Bluechip Yojana - Direct Plan - Dividend	69
146549	Mahindra Pragati Bluechip Yojana - Direct Plan - Growth	69
146548	Mahindra Pragati Bluechip Yojana - Regular Plan - Dividend	69
146551	Mahindra Pragati Bluechip Yojana - Regular Plan - Growth	69
118826	Mirae Asset Large Cap Fund - Direct Plan - Dividend	45
118825	Mirae Asset Large Cap Fund - Direct Plan - Growth	45
107579	Mirae Asset large Cap Fund - Dividend Plan	45
107578	Mirae Asset Large Cap Fund - Growth Plan	45
106235	Nippon India Large Cap  Fund- Growth Plan -Growth Option	21
118634	Nippon India Large Cap Fund - Direct Plan Dividend Plan	21
118633	Nippon India Large Cap Fund - Direct Plan Growth Plan - Bonus Option	21
118632	Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option	21
106236	Nippon India Large Cap Fund- Dividend Plan	21
106240	Nippon India Large Cap Fund- Growth Plan Bonus Option	21
106238	Nippon India Large Cap Fund-Institutional Plan Growth Plan Bonus Option	21
138311	PGIM India Large Cap Fund - BONUS OPTION	58
138314	PGIM India Large Cap Fund - Direct Plan - Bonus	58
138313	PGIM India Large Cap Fund - Direct Plan - Dividend	58
138312	PGIM India Large Cap Fund - Direct Plan - Growth	58
138307	PGIM India Large Cap Fund - Dividend	58
138308	PGIM India Large Cap Fund - Growth	58
138310	PGIM India Large Cap Fund Wealth Plan - Growth Option	58
138309	PGIM India Large Cap Fund Wealth Plan -Dividend Option	58
119585	SBI BLUE CHIP FUND - DIRECT PLAN - DIVIDEND	22
103616	SBI BLUE CHIP FUND- REGULAR PLAN - DIVIDEND	22
119598	SBI BLUE CHIP FUND-DIRECT PLAN -GROWTH	22
103504	SBI BLUE CHIP FUND-REGULAR PLAN GROWTH	22
119159	Tata Large Cap Fund -Direct Plan Dividend	25
119160	Tata Large Cap Fund -Direct Plan Growth	25
102036	Tata Large Cap Fund -Regular Plan - Dividend Option	25
100475	Tata Large Cap Fund Regular Plan - Growth	25
108403	Taurus Largecap Equity Fund- Regular Plan - Dividend Option	26
101209	Taurus Largecap Equity Fund- Regular Plan - Growth Option	26
118871	Taurus Largecap Equity Fund-Direct Plan-Dividend Option	26
118870	Taurus Largecap Equity Fund-Direct Plan-Growth Option	26
141249	Union Largecap Fund - Direct Plan - Dividend Option	61
141248	Union Largecap Fund - Direct Plan - Growth Option	61
141250	Union Largecap Fund - Regular Plan - Dividend Option	61
141247	Union Largecap Fund - Regular Plan - Growth Option	61
100651	UTI - Master Share-Growth Option	28
120656	UTI - Master Share-Growth Option - Direct	28
100650	UTI - Master Share-Income Option	28
120657	UTI - Master Share-Income Option - Direct	28
119619	Aditya Birla Sun Life Midcap Fund - Dividend - Direct Plan	3
119620	Aditya Birla Sun Life Midcap Fund - Growth - Direct Plan	3
101591	Aditya Birla Sun Life MIDCAP Fund-Dividend	3
